Phone Number,Name,Age,Gender,Occupation,City,Marital Status
755-9588,Sarah Tate,60,Male,Web designer,Surabaya,Divorced
755-8585,Paul Baxter,58,Female,Secretary/administrator,Makassar,Married
775-5885,Sarah Drake,49,Male,Horticultural consultant,Bandung,Single
755-6976,Jonathan Jackson,25,Female,"Conservation officer, nature",Denpasar,Married
797-6777,Jamie Jordan,27,Male,"Psychologist, forensic",Makassar,Married
775-9878,Denise Barrett,29,Female,Games developer,Surabaya,Single
755-6978,James Conner,55,Female,Early years teacher,Yogyakarta,Single
787-5868,Justin King,20,Male,Contracting civil engineer,Medan,Married
797-5685,Nicholas Kim,22,Male,Occupational therapist,Denpasar,Married
758-6759,Bridget Lambert,29,Male,Ranger/warden,Medan,Married
779-9599,Katrina Gonzalez,63,Female,Chartered accountant,Surabaya,Single
796-9797,Lonnie Martin,34,Male,"Psychologist, forensic",Bandung,Married
798-9797,Heather Carpenter,41,Female,"Engineer, chemical",Denpasar,Married
995-9799,Judith Hanson,64,Female,"Administrator, charities/voluntary organisations",Bandung,Married
778-9875,Jason Williams,22,Male,"Pharmacist, hospital",Jakarta,Divorced
996-9676,Sarah Thomas,52,Female,"Runner, broadcasting/film/video",Surabaya,Married
759-7797,Mitchell Wilson,59,Female,Archivist,Medan,Single
768-6868,Robert Davidson,40,Male,Quarry manager,Denpasar,Married
985-6699,Caitlyn Brown,26,Male,"Education officer, environmental",Jakarta,Single
797-5777,Dustin Smith,20,Male,Media planner,Makassar,Single
999-9799,Theresa Ramirez,61,Female,Building control surveyor,Surabaya,Divorced
776-7899,Joe Myers,44,Female,Research scientist (physical sciences),Semarang,Married
799-7969,Travis Clark,54,Male,Herpetologist,Denpasar,Single
997-5798,Nancy Walsh,37,Male,Animal technologist,Yogyakarta,Married
766-7995,Dr. Jennifer Cooke,35,Female,"Development worker, community",Makassar,Single
799-8895,Natalie Stokes,30,Female,Health promotion specialist,Denpasar,Divorced
768-5587,Jeffrey Haley,30,Female,Art gallery manager,Semarang,Divorced
768-6789,Zachary Ayers,49,Female,Financial adviser,Yogyakarta,Divorced
759-5898,Gregg Young,49,Female,"Merchandiser, retail",Yogyakarta,Married
775-5965,George Gonzalez,29,Female,Ranger/warden,Denpasar,Single
789-9996,Michael Jenkins,41,Male,Media buyer,Makassar,Single
759-7555,Kevin Reyes,55,Female,Insurance risk surveyor,Makassar,Married
767-5899,Lisa Williamson,26,Male,Financial adviser,Makassar,Married
778-7987,Caroline Harris,28,Male,Theatre director,Makassar,Married
987-7775,Barbara Ward,27,Female,"Engineer, broadcasting (operations)",Surabaya,Married
768-5979,Matthew Ali,30,Male,"Production assistant, radio",Medan,Single
799-7799,Tyler Palmer,31,Male,Software engineer,Semarang,Single
789-5675,John Fowler,27,Male,"Designer, blown glass/stained glass",Semarang,Married
759-8966,Larry Lee,44,Male,Commercial/residential surveyor,Yogyakarta,Divorced
779-8989,Tyler Rodriguez,27,Female,Technical sales engineer,Jakarta,Married
759-5968,Johnny Wood,52,Male,"Research officer, government",Denpasar,Divorced
778-9877,Alex Zuniga,30,Female,"Nurse, learning disability",Makassar,Married
765-5799,David Drake,41,Female,Barrister's clerk,Medan,Married
778-8978,Nathan Beard,47,Male,"Surveyor, land/geomatics",Makassar,Married
787-5957,Lorraine Johnson,58,Male,Insurance claims handler,Yogyakarta,Married
788-7977,Jason Copeland,53,Female,Community development worker,Denpasar,Single
765-8779,Tamara Kelly,63,Female,Geographical information systems officer,Medan,Divorced
987-5758,Laura Kim,32,Female,Academic librarian,Surabaya,Married
796-8565,Vincent Ford,31,Female,Research scientist (life sciences),Bandung,Divorced
797-9789,Vickie Harrell,35,Male,Economist,Bandung,Married
777-5699,Jeremiah Smith,65,Female,Personnel officer,Surabaya,Married
989-8899,George Richard,50,Female,Logistics and distribution manager,Denpasar,Single
776-5986,Cynthia Miller,31,Female,Lawyer,Surabaya,Single
797-6998,Kenneth Wong,65,Male,Patent examiner,Makassar,Divorced
769-9957,Ashley Harrell,35,Female,Merchant navy officer,Semarang,Married
758-6679,Jennifer Smith,44,Female,Hospital pharmacist,Makassar,Divorced
776-9788,Brandon Marshall,45,Male,"Scientist, clinical (histocompatibility and immunogenetics)",Medan,Married
799-6567,Anthony Lowery,57,Male,Print production planner,Bandung,Married
777-7799,Tracy Cortez,25,Male,Outdoor activities/education manager,Makassar,Married
988-6889,Rachel Cowan,39,Female,Electrical engineer,Medan,Married
988-6999,Mrs. Heather Farmer MD,24,Female,"Engineer, chemical",Denpasar,Single
958-7857,Paul Hernandez,59,Male,Administrator,Bandung,Single
766-5599,Cody Khan,20,Female,Systems developer,Denpasar,Single
997-7995,Claudia Powers,44,Male,Printmaker,Makassar,Married
986-5755,Mallory Klein,27,Female,Food technologist,Denpasar,Married
777-8878,Andrew West,21,Male,Waste management officer,Yogyakarta,Divorced
985-9995,Barbara Tyler,29,Male,Accommodation manager,Denpasar,Single
779-7997,Megan Bailey,50,Female,Charity officer,Bandung,Divorced
797-6779,Mitchell Richardson,47,Male,Trade mark attorney,Bandung,Divorced
785-8778,Anthony Garrison,45,Male,Barista,Yogyakarta,Married
797-7895,Karina Hudson,60,Male,Ranger/warden,Yogyakarta,Single
987-6798,Joseph Perez,20,Male,Farm manager,Bandung,Single
799-9967,Luis Nelson,22,Male,Equities trader,Makassar,Married
759-5587,Jamie Gibson,42,Male,"Pilot, airline",Medan,Divorced
959-9755,Alexander Goodman,64,Male,Financial controller,Semarang,Married
756-9889,Angel Beck,56,Male,Manufacturing systems engineer,Jakarta,Divorced
758-9869,Deborah Gordon,40,Male,Mudlogger,Semarang,Divorced
797-5789,Ana Parker,35,Male,Medical secretary,Medan,Divorced
779-9875,Sarah Villanueva,52,Female,Animator,Yogyakarta,Married
758-9898,Alejandro Alexander,59,Male,Art therapist,Bandung,Married
769-7599,Mr. Kyle Sanders DVM,52,Male,"Production assistant, television",Denpasar,Married
785-6778,Deborah Brown,39,Female,Health service manager,Yogyakarta,Single
787-7689,Janice Hampton,59,Female,Physiological scientist,Makassar,Married
785-5755,Jessica Reid,35,Male,Senior tax professional/tax inspector,Makassar,Married
757-9989,Todd Washington,48,Female,Financial planner,Denpasar,Married
769-7567,Luke Mcdowell,56,Male,Automotive engineer,Yogyakarta,Divorced
955-9599,Jeffery Rivers,48,Female,Forensic psychologist,Semarang,Married
778-5957,Walter Lam,56,Male,Leisure centre manager,Bandung,Divorced
759-6565,Stacy Jimenez,58,Male,Set designer,Bandung,Divorced
767-7595,Shawn Cole,59,Male,Advice worker,Denpasar,Single
779-7787,Mary Arroyo,29,Female,Music tutor,Makassar,Married
795-5979,Aaron Becker,34,Male,"Teacher, primary school",Denpasar,Married
777-5775,Sarah Cooper,60,Male,Oceanographer,Jakarta,Single
798-7977,Jennifer Parker,23,Male,Higher education careers adviser,Semarang,Divorced
775-9968,Thomas Sanchez,30,Male,Immunologist,Yogyakarta,Married
755-6579,Suzanne Peterson,28,Female,Theme park manager,Yogyakarta,Single
776-9798,Alexis Coleman,19,Female,Armed forces operational officer,Medan,Divorced
796-8589,Richard Marquez,27,Female,Financial risk analyst,Semarang,Divorced
767-8859,Rachel Norman,25,Male,"Social research officer, government",Makassar,Single
768-9758,John Lester,51,Male,Chiropodist,Makassar,Single
997-6555,Nancy Mitchell,51,Male,Civil Service administrator,Medan,Divorced
797-9999,Sarah Craig,22,Male,"Engineer, maintenance (IT)",Jakarta,Single
778-6587,Hector Gibbs,58,Male,"Scientist, research (maths)",Bandung,Married
755-9897,Christy Murphy,24,Female,Occupational psychologist,Denpasar,Married
985-5785,Emily Bailey,37,Female,Estate agent,Denpasar,Divorced
776-9599,Steven Cantu,39,Male,Community pharmacist,Surabaya,Single
779-7979,Deanna Perry,34,Male,"Librarian, academic",Denpasar,Single
758-6899,Karen Wood,18,Male,Health and safety inspector,Surabaya,Single
778-9787,Lawrence Rivera,24,Male,"Administrator, local government",Makassar,Single
985-5955,Brandy Gardner,36,Male,Dentist,Surabaya,Single
777-5978,David Carroll,33,Female,Publishing copy,Makassar,Married
765-9696,Steven Morrison,63,Male,"Lecturer, further education",Jakarta,Divorced
998-9857,Randy Moses,53,Female,"Research officer, trade union",Denpasar,Single
999-7699,Michelle Montgomery,25,Male,"Engineer, agricultural",Makassar,Divorced
778-9865,Debbie Jones,32,Male,Agricultural consultant,Surabaya,Single
959-9989,Felicia Young,57,Female,Psychiatrist,Semarang,Divorced
797-9658,Stephen Nelson,28,Female,"Scientist, forensic",Bandung,Single
775-5559,Sarah Smith,60,Male,Plant breeder/geneticist,Yogyakarta,Divorced
759-9588,Cindy Fisher,46,Female,"Engineer, drilling",Jakarta,Single
955-5879,Douglas Velasquez,55,Female,"Psychologist, occupational",Surabaya,Single
996-5665,Daniel Smith,60,Male,Production engineer,Jakarta,Married
767-9667,Kelly Ruiz,32,Male,Education administrator,Bandung,Single
998-9977,Daniel Powers,50,Male,"Production assistant, radio",Bandung,Married
755-9998,Donald Lynn,36,Female,Financial adviser,Yogyakarta,Single
769-6567,Andrew Rodriguez,46,Female,Contractor,Jakarta,Divorced
997-9989,Scott Hall,20,Female,"Teacher, adult education",Medan,Married
775-8898,Amanda Wilson,48,Male,Site engineer,Medan,Married
756-7696,Paula Koch,63,Male,"Designer, furniture",Denpasar,Married
759-9689,Cheryl Lynch,58,Female,"Clinical scientist, histocompatibility and immunogenetics",Medan,Married
755-9589,Melissa Cohen,28,Female,"Psychologist, counselling",Makassar,Divorced
796-5989,Robert Boyd,25,Female,Early years teacher,Denpasar,Married
756-9987,April Donaldson,59,Female,Newspaper journalist,Surabaya,Divorced
799-5577,Stephanie Diaz,60,Female,"Journalist, newspaper",Jakarta,Married
988-5795,Lorraine Lam,37,Male,Community pharmacist,Denpasar,Divorced
989-9986,Ashley Rodriguez,18,Female,"Engineer, mining",Medan,Single
999-9679,Cheryl Brown,65,Female,Youth worker,Bandung,Single
765-5979,Jacob Benton,24,Male,"Conservator, museum/gallery",Surabaya,Married
785-5879,Gabriela Peters,63,Male,Patent attorney,Medan,Divorced
958-9787,Zachary Holmes,24,Female,Psychiatric nurse,Medan,Married
999-7798,Michael Jacobs,42,Female,Best boy,Jakarta,Single
787-8898,Latoya Anderson,49,Male,Hotel manager,Jakarta,Married
787-9789,Kelsey Johnson,20,Male,Surgeon,Surabaya,Married
785-8997,Travis Fischer,33,Male,"Exhibitions officer, museum/gallery",Denpasar,Married
755-6577,Andrea Patel,28,Female,"Therapist, speech and language",Yogyakarta,Divorced
988-7789,Kimberly Cook,22,Female,Personnel officer,Medan,Married
999-6877,Dakota Chavez,29,Female,"Engineer, chemical",Bandung,Single
776-5898,Rachel Arnold,48,Female,Research scientist (maths),Jakarta,Divorced
797-7595,Bryan Ballard,43,Female,Museum/gallery exhibitions officer,Bandung,Single
776-9797,Stephen Johnson,64,Male,Records manager,Bandung,Single
789-5878,Derek Wood,25,Male,Research scientist (medical),Medan,Married
798-5978,Tina Campbell,23,Female,Systems analyst,Semarang,Married
999-9887,Scott Mcdonald,45,Male,Professor Emeritus,Surabaya,Single
785-5978,Adam Russo,21,Female,"Accountant, chartered public finance",Yogyakarta,Divorced
777-7677,Robert Branch,23,Male,"Psychologist, forensic",Bandung,Single
799-9697,Sharon Powell,19,Male,"Scientist, water quality",Yogyakarta,Married
999-9575,Marcus Gonzales,25,Female,"Engineer, drilling",Yogyakarta,Single
779-5696,Ashley Rogers,51,Female,Armed forces training and education officer,Makassar,Divorced
757-7858,Michelle Carson,63,Female,Financial adviser,Denpasar,Divorced
758-7589,Dr. Nicholas Thompson DDS,37,Male,"Restaurant manager, fast food",Bandung,Divorced
985-6989,Nicholas Bell,24,Female,Dance movement psychotherapist,Yogyakarta,Divorced
998-6777,Nicole Shaw,27,Male,"Librarian, public",Surabaya,Divorced
766-5595,Alexandra Miller,29,Male,Garment/textile technologist,Denpasar,Married
756-9958,Robert Bonilla,63,Male,Ecologist,Denpasar,Single
797-9757,Laura Garcia,41,Female,Event organiser,Medan,Single
769-8579,Derrick Harris,24,Male,Higher education lecturer,Denpasar,Divorced
789-9659,Anne Martinez,43,Male,Adult guidance worker,Jakarta,Married
768-7555,Christopher Waller,60,Male,Architectural technologist,Makassar,Single
795-7897,Margaret Lang,31,Male,Herbalist,Bandung,Married
777-6898,Joseph Wilson,28,Male,Insurance claims handler,Jakarta,Divorced
766-8876,Terrence Bates,64,Female,Civil Service administrator,Semarang,Divorced
755-8757,Cynthia Richard,51,Female,"Doctor, general practice",Yogyakarta,Married
779-9585,Curtis George,53,Male,"Teacher, special educational needs",Semarang,Married
776-5785,Beth Thomas,30,Male,Patent examiner,Semarang,Divorced
795-5789,Olivia Perez,42,Male,Soil scientist,Semarang,Divorced
769-6888,Clifford Johnson,21,Female,Museum/gallery exhibitions officer,Bandung,Divorced
996-8697,Brenda Weber,45,Male,Bonds trader,Denpasar,Divorced
795-7959,Patricia Garcia,39,Female,"Engineer, electrical",Denpasar,Single
779-5599,Lance Owens,37,Male,"Designer, ceramics/pottery",Jakarta,Single
998-6659,Kara Wells,62,Female,Scientific laboratory technician,Surabaya,Single
959-7558,Jason Weber,20,Male,Cartographer,Bandung,Married
759-9896,Mark White,36,Male,IT trainer,Medan,Divorced
986-7898,Robert Boyd,19,Male,Physiotherapist,Surabaya,Divorced
987-8989,Michael Johnson,38,Female,Visual merchandiser,Makassar,Single
797-9886,Barbara Lawson,21,Female,Pensions consultant,Yogyakarta,Divorced
988-9767,Cheryl French,38,Male,Armed forces logistics/support/administrative officer,Semarang,Divorced
777-9977,Ernest Lane,32,Male,Medical technical officer,Makassar,Single
796-7868,Stephanie Ortiz,58,Female,"Nurse, learning disability",Bandung,Single
779-9597,Christine Williams,58,Male,"Designer, furniture",Yogyakarta,Married
795-9965,Emily Fleming,34,Female,Lobbyist,Surabaya,Single
989-5985,Adam Wilson,61,Female,Emergency planning/management officer,Jakarta,Divorced
755-6568,Grace Robinson,48,Male,Ophthalmologist,Medan,Married
767-7999,Ashley Walter,39,Female,Merchant navy officer,Semarang,Divorced
795-9998,Kelly Perez,48,Male,"Restaurant manager, fast food",Medan,Divorced
769-5577,Aaron Turner,60,Female,Academic librarian,Medan,Single
776-7995,Joseph Ellis,39,Female,Early years teacher,Bandung,Divorced
775-5975,Karl Rodriguez,52,Male,Chartered accountant,Denpasar,Divorced
776-8577,Crystal Cook,29,Female,English as a second language teacher,Denpasar,Single
766-7768,Michael Wallace,39,Male,Midwife,Medan,Single
797-7898,Lauren Simpson,45,Male,"Production designer, theatre/television/film",Medan,Single
798-7758,Debra Hines DDS,37,Male,Visual merchandiser,Medan,Married
756-5999,Mr. Terrence Robles,57,Female,Higher education lecturer,Denpasar,Single
797-9965,Jenny Cox,47,Female,Chartered management accountant,Denpasar,Married
778-8899,Jody Johnson,49,Male,Trading standards officer,Jakarta,Married
786-9598,Dawn Espinoza,62,Female,Advertising copywriter,Medan,Divorced
766-7597,Jennifer Cruz,51,Male,Rural practice surveyor,Bandung,Single
985-9699,Yvonne Perez,46,Male,"Physicist, medical",Bandung,Divorced
779-9886,Jennifer Graves,60,Male,"Exhibitions officer, museum/gallery",Yogyakarta,Married
778-7777,Dawn Clay,45,Male,Fish farm manager,Yogyakarta,Married
987-5598,Robert Cunningham,21,Male,Tree surgeon,Yogyakarta,Divorced
987-5889,Michael Sutton,19,Male,Theatre stage manager,Denpasar,Single
797-9998,Daniel King,30,Male,Oncologist,Semarang,Married
995-9857,Ariel Little,65,Male,Ophthalmologist,Jakarta,Single
759-7799,David Hicks,36,Female,Aid worker,Semarang,Divorced
796-5699,Laura Finley,41,Female,"Nurse, children's",Yogyakarta,Divorced
799-9787,Richard Miller,29,Female,"Conservator, furniture",Jakarta,Married
999-7778,Kimberly Nunez,29,Female,"Engineer, civil (contracting)",Makassar,Divorced
959-9969,Ashley Juarez,21,Male,Patent examiner,Surabaya,Single
958-5998,Heather Sharp,63,Female,Warden/ranger,Surabaya,Married
789-9788,Robert Elliott,37,Female,Hydrographic surveyor,Bandung,Divorced
757-5775,Larry Bradford,24,Female,Customer service manager,Jakarta,Married
989-9799,Debra Hampton,34,Female,Solicitor,Semarang,Married
788-5586,Reginald Mckinney,35,Female,"Development worker, international aid",Makassar,Married
799-8985,Heather Patterson,45,Female,"Therapist, nutritional",Surabaya,Married
795-9696,Randy Alexander,52,Female,Trading standards officer,Surabaya,Married
769-9969,Kim Marshall DVM,19,Male,Press photographer,Medan,Single
798-9955,Shannon White,59,Male,Commercial/residential surveyor,Yogyakarta,Single
767-7879,Rebecca Silva,58,Female,English as a foreign language teacher,Makassar,Married
799-6687,John Nguyen,30,Male,Actuary,Medan,Married
779-6655,Lisa Gould,63,Female,Curator,Bandung,Single
789-9877,Holly Lewis MD,33,Male,Commercial horticulturist,Jakarta,Married
987-5955,Tiffany Hoffman,35,Female,"Sales professional, IT",Medan,Married
799-9798,Theodore Stevens,25,Female,Graphic designer,Denpasar,Single
988-9979,Connor Preston,18,Female,IT technical support officer,Medan,Married
766-9779,Jamie Brown,18,Male,Chief Technology Officer,Yogyakarta,Single
986-5859,Christopher Baker,54,Male,Social researcher,Surabaya,Divorced
777-6789,Lawrence Soto,46,Male,Quantity surveyor,Surabaya,Married
988-7575,Jose Smith,42,Female,Special effects artist,Semarang,Divorced
758-8688,Jennifer Dunn,53,Male,Private music teacher,Surabaya,Married
798-9878,Philip Chandler,64,Male,Electronics engineer,Makassar,Divorced
797-7756,Julie Lambert,34,Female,Hydrographic surveyor,Semarang,Divorced
995-9689,Crystal Greene,55,Female,Television/film/video producer,Yogyakarta,Married
989-5787,Bradley Davis,50,Female,Surgeon,Medan,Divorced
995-8959,Joshua Hess,26,Female,Consulting civil engineer,Denpasar,Married
996-5778,Todd Gonzalez,52,Female,Cabin crew,Bandung,Divorced
797-7788,Kari James,59,Female,Furniture designer,Surabaya,Divorced
799-7669,Kimberly Rich,33,Male,Hotel manager,Surabaya,Divorced
779-9797,Kimberly Nielsen,58,Male,"Therapist, speech and language",Jakarta,Married
998-6955,Patrick Lewis,60,Female,Fast food restaurant manager,Denpasar,Divorced
778-7588,Cheyenne Thompson,42,Female,"Scientist, research (life sciences)",Makassar,Single
769-5995,Ashley Anderson,34,Female,Geoscientist,Makassar,Married
769-7799,Heather Stevens,42,Male,Osteopath,Yogyakarta,Married
999-8987,Ronnie Jones,55,Female,Medical illustrator,Surabaya,Single
985-9988,Amanda Hamilton,65,Male,Air traffic controller,Makassar,Single
776-5988,Sean Turner,42,Male,"Scientist, research (maths)",Yogyakarta,Single
988-7958,Steven Morales,62,Female,Higher education careers adviser,Bandung,Married
776-9799,Alyssa Rogers,57,Female,Sales executive,Denpasar,Married
958-9559,Brandon Caldwell,50,Male,"Research officer, political party",Bandung,Married
779-7599,Gavin Torres,60,Male,Counselling psychologist,Surabaya,Single
778-9859,Jasmine Cook,62,Female,Software engineer,Bandung,Single
795-7599,Janet May,18,Male,Financial manager,Yogyakarta,Divorced
955-9956,Richard Santiago,49,Female,Claims inspector/assessor,Denpasar,Married
789-8686,Rebecca Diaz,52,Male,"Research officer, government",Medan,Divorced
986-7569,Anthony Henry,25,Male,Broadcast presenter,Bandung,Divorced
997-7977,Carla Riley,53,Female,English as a foreign language teacher,Jakarta,Married
798-5899,Michele Davis,18,Female,Meteorologist,Denpasar,Divorced
785-7787,Sarah Mathews,26,Male,IT sales professional,Jakarta,Divorced
765-5776,Elizabeth Young,41,Male,"Engineer, mining",Jakarta,Divorced
759-9955,Michael Jones,59,Male,Patent attorney,Medan,Divorced
799-7968,Kevin Mack,61,Female,Fitness centre manager,Denpasar,Divorced
986-5959,Michael Montoya,37,Male,Sports administrator,Bandung,Married
775-7997,Kyle Hicks,42,Female,Dispensing optician,Jakarta,Single
755-7785,Andrew Castillo,19,Female,"Designer, multimedia",Bandung,Single
998-7988,Colleen Taylor,24,Female,Interior and spatial designer,Bandung,Married
759-7769,Erica Jones,55,Female,Psychiatrist,Surabaya,Divorced
799-9566,Terri Bautista,39,Female,"Scientist, audiological",Makassar,Divorced
777-7959,Ashley Watts,41,Male,Clinical biochemist,Semarang,Divorced
797-8999,Timothy Haney,42,Male,Science writer,Bandung,Divorced
788-9879,Darius Price,35,Female,"Designer, fashion/clothing",Medan,Divorced
757-6887,Joseph Kirk,37,Female,Set designer,Makassar,Married
996-9557,Craig Gardner,57,Male,Community development worker,Surabaya,Single
756-7597,Robert Page,48,Male,Proofreader,Makassar,Single
758-5895,Ashley Garrett,29,Male,Careers adviser,Jakarta,Divorced
958-9878,Mrs. Melissa Hernandez,18,Male,Senior tax professional/tax inspector,Semarang,Single
777-6779,Mary Kelley,59,Female,Environmental manager,Medan,Single
755-7597,Christopher Morton,24,Male,"Engineer, automotive",Semarang,Divorced
986-9588,Stephanie Cooper,63,Male,Best boy,Yogyakarta,Single
795-9559,Bradley Reed,19,Female,Petroleum engineer,Yogyakarta,Single
775-8997,Samuel Keller,38,Male,"Production designer, theatre/television/film",Makassar,Divorced
769-5959,Erika Smith,32,Female,"Sound technician, broadcasting/film/video",Semarang,Married
759-6967,Allen Diaz,53,Male,Forest/woodland manager,Semarang,Single
999-8998,Maria Rose,35,Female,Charity fundraiser,Bandung,Divorced
789-9899,Scott Christian,24,Female,Agricultural engineer,Denpasar,Single
799-9978,Terry Myers,40,Female,Warehouse manager,Medan,Married
768-5698,Mark Harris,40,Male,Database administrator,Semarang,Divorced
998-7787,Carol Wilson,27,Female,Insurance risk surveyor,Bandung,Married
799-5768,Scott Simon,23,Male,Fine artist,Semarang,Married
778-7859,Christopher Perez,26,Female,Gaffer,Surabaya,Single
776-9656,Sarah Hoffman,35,Male,"Therapist, art",Bandung,Single
786-5898,David Monroe,37,Male,Product designer,Denpasar,Single
758-9759,Brianna Torres,30,Male,Town planner,Semarang,Divorced
796-5787,Joshua Cardenas,38,Female,"Nurse, mental health",Jakarta,Single
985-8778,Alex Howard,41,Male,Art therapist,Yogyakarta,Divorced
777-5857,James Kelley,64,Male,"Buyer, industrial",Jakarta,Divorced
769-5555,Heidi Yang,41,Female,"Engineer, water",Denpasar,Single
797-7958,Lisa Smith,47,Male,Building control surveyor,Makassar,Divorced
795-6856,Emily Morrow,28,Male,Forensic scientist,Jakarta,Divorced
779-5556,Kathryn Mullins,48,Male,Ranger/warden,Makassar,Married
779-5777,Sharon Mccarthy,22,Female,"Accountant, chartered public finance",Makassar,Single
779-8897,Betty Brooks,28,Male,"Production assistant, television",Semarang,Married
788-7795,Derek Stephens,56,Male,Government social research officer,Medan,Married
759-6999,Brian Williams,30,Female,Building control surveyor,Denpasar,Divorced
798-7875,Erica Hughes,65,Female,Operations geologist,Surabaya,Single
996-5899,Kevin Villanueva,27,Male,Herbalist,Makassar,Divorced
799-9959,George Garza,27,Male,"Psychologist, sport and exercise",Makassar,Married
787-9657,Crystal Bass,60,Female,Forest/woodland manager,Jakarta,Married
797-9995,Kaitlyn Rose,54,Male,Housing manager/officer,Yogyakarta,Married
765-8588,Christina Chandler,19,Male,"Surveyor, commercial/residential",Bandung,Married
985-9985,Elizabeth Dixon,25,Male,"Engineer, manufacturing",Bandung,Divorced
795-8985,Cynthia Carroll,55,Female,"Production assistant, radio",Makassar,Divorced
795-5595,Sean Carroll,53,Female,"Administrator, arts",Yogyakarta,Married
759-6789,Robert Mitchell,49,Male,"Engineer, production",Makassar,Divorced
798-8895,Steven Yates,41,Female,Environmental health practitioner,Semarang,Single
779-6966,Eric Farrell,54,Male,Oncologist,Jakarta,Single
758-5576,Mary Johnson,52,Female,Operational investment banker,Makassar,Divorced
775-6997,Carrie Chen,60,Male,Careers information officer,Jakarta,Divorced
997-8697,Mark Marshall,33,Male,Planning and development surveyor,Yogyakarta,Married
769-9659,Jeremy Ortiz,30,Male,Clinical research associate,Makassar,Married
959-5757,Gloria Thomas,65,Male,Occupational hygienist,Jakarta,Divorced
757-9799,Allison Leblanc,60,Male,Database administrator,Denpasar,Married
787-5979,Brittany Anderson,62,Female,Fine artist,Bandung,Married
758-8997,Thomas Moss,48,Male,Housing manager/officer,Yogyakarta,Married
777-9557,Michael Herring,28,Male,"Scientist, marine",Bandung,Single
797-9959,Jon Lee,39,Female,Colour technologist,Semarang,Divorced
999-7967,Manuel Bradley,19,Male,Ecologist,Makassar,Married
999-9965,Haley Mueller,38,Female,Museum/gallery conservator,Surabaya,Divorced
996-5799,David Webb,65,Female,Higher education careers adviser,Yogyakarta,Divorced
768-8688,Taylor Cooley,49,Male,Bookseller,Medan,Divorced
776-6885,Rebekah Navarro,52,Male,Air traffic controller,Bandung,Single
777-9979,Madison Gregory,54,Male,Energy engineer,Makassar,Divorced
768-5987,Kent Cox,63,Male,Diagnostic radiographer,Medan,Divorced
958-5979,David Rice,62,Male,"Conservator, museum/gallery",Medan,Single
999-5958,Patricia Holland,49,Male,"Engineer, manufacturing systems",Medan,Single
777-8988,Jason Gardner,34,Male,Technical brewer,Semarang,Married
757-5679,Jason Martin,37,Male,Barista,Yogyakarta,Single
796-5867,Johnny Robinson,25,Male,"Engineer, aeronautical",Bandung,Married
799-9997,Kevin Lowe,62,Female,Herbalist,Yogyakarta,Divorced
996-8789,James Cardenas,61,Male,"Producer, television/film/video",Makassar,Single
797-6989,Amanda Collins,58,Female,"Accountant, chartered management",Denpasar,Married
795-5587,Jesse Case,21,Male,"Engineer, biomedical",Medan,Married
795-9795,Brian Harris,28,Male,"Scientist, biomedical",Bandung,Divorced
768-5895,John Nguyen,51,Female,Television floor manager,Denpasar,Single
985-9958,Michael Ferguson,58,Female,Magazine journalist,Bandung,Single
798-7989,Kimberly Garcia,62,Female,Insurance claims handler,Denpasar,Married
778-5587,Lawrence Garrison,42,Female,Farm manager,Medan,Single
998-7896,Robert Morton,53,Male,Government social research officer,Jakarta,Married
758-8759,Jeffrey Martin,51,Male,Optometrist,Denpasar,Married
768-8587,Christopher Lewis,54,Female,"Nurse, learning disability",Yogyakarta,Single
795-9999,Brittany Andrews,63,Female,Health physicist,Medan,Divorced
758-8855,Mckenzie Harris DDS,38,Male,Industrial buyer,Semarang,Divorced
787-8695,Michael Davis,57,Male,"Nurse, mental health",Jakarta,Married
778-7565,Manuel Carroll,50,Male,Plant breeder/geneticist,Surabaya,Married
989-6965,Connor Finley,54,Female,Child psychotherapist,Bandung,Single
786-5787,David Dean,40,Female,Best boy,Bandung,Divorced
759-6555,Danielle Harris,34,Male,"Engineer, control and instrumentation",Jakarta,Married
795-5778,Robin Wilson,34,Male,Tour manager,Jakarta,Married
778-5899,Kevin Payne,22,Male,"Engineer, manufacturing",Bandung,Single
769-6889,Angela Johnson,29,Female,Ship broker,Denpasar,Married
775-7887,Gordon Lopez,62,Male,Charity officer,Yogyakarta,Married
787-8878,Brent Lynch,26,Male,Music tutor,Jakarta,Married
789-5775,Danielle Brown,61,Female,Dispensing optician,Jakarta,Divorced
777-7987,Sara Greene,26,Male,"Loss adjuster, chartered",Surabaya,Single
769-9589,Amanda Morris,46,Male,"Programmer, applications",Denpasar,Divorced
997-7888,Joshua Farmer,36,Female,"Psychologist, counselling",Jakarta,Single
787-8769,Courtney Brown,21,Female,Forensic scientist,Medan,Divorced
796-5775,Craig Hahn,52,Female,Brewing technologist,Surabaya,Married
988-9578,Jeremy Padilla,40,Female,Psychiatrist,Jakarta,Single
988-6659,Gina Patterson,20,Male,Trading standards officer,Yogyakarta,Divorced
797-7555,Bryan Berg,65,Male,"Engineer, mining",Semarang,Divorced
757-9565,David Barnes,34,Female,Research scientist (physical sciences),Bandung,Single
798-8889,Taylor Hayes,32,Female,Land/geomatics surveyor,Surabaya,Married
796-5797,Kimberly Roy,51,Female,Diplomatic Services operational officer,Makassar,Single
797-5799,Jason Wilson,57,Female,Travel agency manager,Medan,Divorced
